1stFlrSF,BsmtExposure,BsmtFinSF1,BsmtUnfSF,GarageArea,GrLivArea,KitchenQual,LotArea,OpenPorchSF,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,YearRemodAdd,SalePrice
912,No,842,70,336,912,TA,8521,0,5,5,912,1967,1967,125000
1370,No,1128,242,864,2624,TA,22420,0,6,6,1370,1918,1950,239000
1696,No,0,1140,349,1696,TA,13673,30,5,5,1140,1962,1962,143900
682,No,0,440,440,1230,TA,10440,0,6,5,440,1910,1981,110000
1549,No,297,556,440,2727,Gd,10570,74,8,8,853,1932,1994,315000
728,No,0,728,429,1456,TA,15578,0,5,6,728,2006,2006,172785
864,No,375,250,660,864,Gd,6960,0,6,4,864,1970,1970,120500
970,No,0,970,380,1709,Gd,2522,40,5,6,970,2004,2006,130000
810,No,643,167,528,1665,Gd,8400,45,6,8,810,2001,2001,227000
1372,Gd,987,360,656,2646,Gd,9900,60,5,7,1347,1993,1993,260000
798,No,0,798,595,1640,Gd,7226,45,5,7,798,2003,2003,183000
1014,Mn,440,538,420,1699,TA,10615,74,5,3,978,1900,1970,95000
1663,Gd,1116,248,529,1663,Gd,53227,137,6,4,1364,1954,1994,256000
1728,No,1332,396,504,1728,TA,9100,0,5,5,1728,1963,1963,125000
1055,No,0,1055,462,1845,Gd,11218,104,5,6,1055,1992,1992,189000
1020,Gd,536,169,440,1851,Gd,9760,42,8,6,822,1964,1993,187000
1489,No,0,1489,776,1489,Gd,11216,140,5,8,1489,2006,2006,232600
864,No,612,252,300,864,TA,9100,0,6,6,864,1959,1959,127500
1256,No,830,136,276,1256,TA,9937,68,6,5,1256,1965,1965,147500
816,No,816,0,816,816,TA,6600,0,8,5,816,1982,2003,138000
902,Gd,454,410,492,1820,Gd,13700,84,6,7,864,1965,1988,201800
912,Mn,48,422,833,2127,Gd,13125,192,5,7,1104,1991,1991,238000
1065,No,0,1065,461,1065,TA,8892,0,5,5,1065,1960,1960,126500
1200,No,0,1200,312,1200,TA,11340,0,5,6,1200,1923,1950,125000
1208,Av,686,501,632,1208,Gd,6762,61,5,7,1187,2006,2006,206000
1133,Gd,0,1094,642,2482,Gd,12665,39,5,8,1094,2005,2006,281213
1720,No,919,801,527,1720,Gd,10593,56,5,7,1720,1996,1996,260400
840,No,116,556,0,840,TA,4388,0,7,5,672,1930,1950,87000
1294,No,1200,78,496,1294,Gd,7153,51,5,6,1278,1991,1991,179200
1090,No,980,110,450,1090,TA,7024,49,5,5,1090,2005,2006,157000
1165,No,0,1141,420,2263,Gd,12090,123,5,8,1141,1998,1998,258000
969,Av,716,253,440,969,TA,10356,0,6,5,969,1975,1975,122000
894,No,0,894,1248,894,TA,18000,20,4,3,894,1935,1950,81000
1028,No,0,1008,360,1028,TA,8960,0,6,5,1008,1927,1950,115000
979,No,484,495,492,1958,TA,7136,0,6,6,979,1946,1950,145000
1795,Av,0,1795,895,1795,Gd,9986,49,5,8,1795,2006,2007,147000
1940,Av,1646,284,606,1940,Ex,10159,95,5,9,1930,2009,2010,395192
1178,No,1084,92,439,1178,Gd,10000,0,6,5,1176,1973,2000,157000
810,No,156,516,400,1482,Fa,12155,0,8,6,672,1925,1950,140000
1428,No,0,1417,554,1428,Ex,12274,60,5,7,1417,2008,2008,227680
864,Av,460,404,338,864,TA,15523,0,6,5,864,1972,1972,133500
616,Mn,236,0,200,1111,TA,9084,0,6,5,616,1941,1950,95000
680,No,310,370,420,1470,TA,9765,63,8,6,680,1993,1993,185000
1116,No,0,1116,440,1116,TA,10000,0,6,6,1116,1962,1962,160000
864,No,414,450,288,864,Gd,7332,0,6,6,864,1959,1959,120000
1297,No,1213,84,498,1297,TA,8532,0,6,5,1297,1954,1990,153000
1113,No,607,506,264,1113,Gd,9600,80,7,5,1113,1950,2007,147000
1501,Gd,679,811,577,1501,Gd,10335,29,5,7,1490,1999,1999,204000
764,Mn,24,732,614,1547,Gd,8640,45,5,7,756,2009,2009,215200
991,No,222,769,678,1947,Gd,12552,136,5,7,991,2004,2005,254900
1717,Av,0,1709,908,1717,Gd,11146,39,5,8,1709,2006,2006,255500
1052,Av,504,506,440,1052,TA,8816,0,7,6,1010,1971,1971,155000
1127,Av,862,255,455,2013,TA,9920,130,5,7,1117,1996,1997,269790
1266,Av,0,1266,388,1266,Gd,3182,16,5,7,1266,2007,2007,159895
1992,Av,240,1752,716,2868,Ex,16056,108,5,9,1992,2005,2006,556581
980,No,300,652,554,2256,Gd,8795,54,5,7,952,2000,2000,236000
1414,Av,24,1390,494,1414,Gd,8773,105,5,7,1414,2004,2004,185500
936,No,814,114,471,1721,Gd,8462,87,5,6,928,1994,1994,201000
811,No,550,163,434,1552,TA,11475,208,6,6,713,1975,1975,179900
698,No,0,698,528,1128,TA,7500,0,4,4,698,1920,1950,68400
1118,Av,522,574,358,1118,TA,9880,0,6,6,1096,1977,1977,171000
1728,Gd,936,396,574,1728,TA,12640,0,5,6,1728,1976,1976,150900
1686,No,1361,88,711,2448,Gd,46589,76,7,8,1629,1994,2005,402000
1473,Gd,1324,113,452,1473,Ex,25095,48,8,5,1437,1968,2003,143000
1187,Mn,902,254,400,1717,Gd,13758,36,5,7,1156,1990,1991,187500
1166,Gd,655,201,400,1166,Gd,9587,0,5,7,856,2005,2005,190000
1370,Mn,24,1346,484,1370,Gd,6442,49,5,8,1370,2006,2006,202500
1724,Av,528,1152,480,1724,TA,17871,0,5,6,1680,1967,1976,197900
970,No,0,970,380,1709,Gd,2522,40,5,7,970,2004,2004,130000
483,No,358,125,264,987,TA,1680,0,3,6,483,1971,1971,89500
901,No,352,441,216,1802,TA,7588,0,6,7,793,1920,1950,200100
1170,No,503,449,360,2345,TA,16560,0,8,6,952,1932,1950,239000
1068,No,663,396,264,1068,TA,8414,0,8,6,1059,1963,2003,154500
1617,No,165,598,533,1617,Gd,8012,69,5,6,1604,1993,1994,193000
1244,No,777,467,336,1244,TA,11988,40,6,6,1244,1957,1957,150000
1180,No,0,700,252,1180,Fa,11600,0,5,4,700,1922,1950,137500
520,No,0,600,480,1223,Gd,2544,166,5,7,600,2005,2005,147400
1686,No,625,0,612,1686,TA,10240,131,6,6,1686,1980,1980,207500
1646,Gd,1513,125,800,1646,Gd,9520,44,5,8,1638,2007,2008,293077
1144,No,594,270,264,1144,TA,10000,0,6,5,864,1961,1983,131400
939,Av,0,939,639,1797,Gd,9245,53,5,7,939,2006,2006,213500
1224,None,0,0,462,1224,TA,9842,0,5,4,0,1962,1962,101800
992,No,735,257,839,1865,Gd,10316,184,5,7,992,2000,2000,235000
1056,No,846,210,308,1056,TA,8176,0,6,5,1056,1958,1992,139000
1966,No,0,1926,820,3140,Ex,13518,78,5,9,1926,2008,2009,485000
1212,Av,506,0,492,1212,TA,8471,12,7,6,506,1977,1995,151000
1694,Av,1369,317,636,1694,Gd,10084,57,5,8,1686,2004,2005,307000
802,Av,714,88,413,1511,TA,11207,75,5,6,802,1997,1997,185000
1057,No,731,326,246,1057,Gd,7922,52,7,5,1057,1953,2007,109000
1246,No,0,777,560,2290,TA,11340,0,6,4,777,1885,1950,122500
1377,No,1002,0,786,2183,Gd,13837,0,5,7,1204,1988,1988,229000
1699,Mn,1470,203,594,3222,Gd,12376,0,5,7,1673,1990,1990,320000
909,No,0,880,512,1716,Gd,8750,120,5,7,880,1996,1996,191000
1342,No,251,491,457,1342,TA,9790,0,5,6,1372,1967,1967,161500
1504,No,16,1330,437,1504,Gd,3182,20,5,7,1346,2005,2006,191000
1053,No,0,1053,648,1992,Gd,9375,45,5,8,1053,2003,2004,250000
624,No,510,90,462,1252,Gd,2160,48,5,7,600,1999,2000,160000
999,No,588,411,264,999,Gd,7758,132,7,5,999,1962,2001,132500
741,No,0,622,528,1363,TA,7740,0,7,4,622,1910,1950,125500
1165,Gd,312,276,490,1165,TA,9020,129,7,6,1127,1966,1966,174900
1668,Av,1059,567,702,1668,Gd,11248,45,5,9,1626,2002,2002,285000
1158,Av,0,1158,853,2376,Gd,14215,154,5,8,1158,2005,2006,325300
889,No,0,540,352,1440,TA,5000,0,4,5,540,1900,1950,79000
794,Av,182,612,388,1470,TA,13869,75,6,6,794,1997,1997,177000
1541,Mn,1201,340,532,1541,Gd,12182,70,5,7,1541,2005,2005,220000
1440,No,133,1307,0,1440,Fa,12108,0,4,4,1440,1955,1955,118000
1146,Av,786,82,438,1146,Gd,9590,22,5,7,868,2003,2003,187500
1494,Av,437,0,481,1494,Ex,9549,30,5,8,1494,1995,1996,270000
1462,No,1170,292,738,2224,Ex,8834,0,5,9,1462,2004,2005,350000
820,No,0,731,186,1343,TA,7681,0,6,5,731,1921,1950,154900
1210,No,281,747,683,2452,Gd,16226,50,5,8,1028,1998,1999,267000
1127,No,442,374,540,1977,TA,9500,52,6,6,816,1964,1978,165000
1064,No,495,354,504,1767,Gd,5306,35,7,7,1064,1987,1987,239000
1324,No,863,461,550,1324,Gd,6240,38,5,8,1324,2006,2006,254000
912,No,0,912,330,1458,TA,17503,0,5,6,912,1948,1950,97500
1314,No,24,1290,440,1314,Gd,9317,22,5,6,1314,2006,2006,176432
1575,No,430,1145,529,1575,Gd,8012,0,5,6,1575,1992,1992,179200
1620,Gd,1022,598,912,1620,Ex,12898,0,5,9,1620,2007,2008,315500
1104,Av,0,1104,304,1788,TA,11250,0,5,4,1104,1957,1989,161500
913,Gd,187,0,240,913,TA,8400,0,5,6,814,1966,1966,129000
2073,No,790,589,500,2073,TA,13175,0,6,6,1542,1978,1988,210000
764,No,0,776,492,1441,Gd,2645,0,5,8,776,1999,2000,174000
815,No,0,815,225,1690,TA,8850,0,6,7,815,1916,1950,144000
1437,No,988,200,576,1437,TA,14175,0,6,5,1188,1956,1987,168000
2156,No,297,1203,508,2156,TA,20781,80,7,7,1568,1968,2003,262500
864,No,468,396,0,864,TA,5604,0,6,5,864,1925,1950,98000
536,No,129,175,336,1112,TA,2592,0,3,5,536,1976,1976,85000
1122,No,700,0,746,2243,Gd,13474,44,5,7,700,1990,1991,225000
810,No,0,686,210,1328,TA,9906,172,4,4,686,1925,1950,107000
968,No,0,656,216,968,TA,10800,0,6,4,656,1927,2007,64500
698,No,0,698,384,1396,TA,8730,0,7,6,698,1915,2003,153575
1856,Av,1445,411,834,1856,Ex,11394,0,2,9,1856,2010,2010,394432
1610,No,1288,294,789,2161,Ex,10562,120,5,8,1582,2007,2007,325624
1602,No,1246,356,529,1602,Gd,16635,0,7,6,1602,1977,2000,215000
630,No,0,630,280,1302,TA,1680,0,5,5,630,1971,1971,112000
807,No,457,326,393,1509,Gd,7861,75,5,6,783,2002,2003,183200
912,No,737,175,352,912,TA,12968,0,6,5,912,1962,1962,144000
1004,No,399,605,420,1664,TA,5000,24,7,6,1004,1947,1950,159000
1390,No,423,758,576,1694,TA,8400,0,5,6,1181,1925,1950,136500
747,No,0,747,220,747,TA,4608,0,6,4,747,1945,1950,80000
1040,None,0,0,420,1040,TA,7200,29,5,4,0,1950,1950,109900
831,No,0,831,493,1660,Gd,8935,68,5,7,831,2002,2002,195000
1026,No,218,808,308,1691,Gd,5000,0,6,5,1026,1924,1950,127000
864,No,398,317,720,864,Gd,7200,0,8,5,864,1950,2002,129000
752,No,623,0,264,752,TA,7175,0,5,6,744,1984,1984,125000
963,No,361,602,564,1792,Gd,12435,96,5,7,963,2001,2001,231500
764,No,0,764,474,1626,Gd,2628,27,5,7,764,2003,2003,175500
1484,Av,428,1048,472,1484,Ex,9037,33,5,8,1476,2006,2006,265900
1675,No,0,1470,870,3493,Gd,18386,0,9,7,1470,1880,2002,295000
1652,No,1572,80,840,1652,Ex,13173,102,5,9,1652,2006,2007,325000
1276,No,0,1276,350,1276,TA,9571,0,3,5,1276,1958,1958,60000
1112,No,120,736,271,1668,TA,9600,0,8,6,856,1950,2005,140000
720,No,0,720,0,1192,TA,10800,0,4,4,720,1949,1950,135000
884,Av,747,0,504,884,Gd,9180,0,7,5,840,1983,1983,144000
1180,Gd,1065,92,454,2062,TA,14364,55,5,7,1157,1988,1989,277000
827,None,0,0,392,827,TA,7200,0,7,5,0,1955,2007,107500
1136,No,0,728,532,2019,Gd,11414,135,8,7,728,1910,1993,167500
616,Mn,0,264,336,1304,TA,2665,24,6,5,264,1976,1976,115000
684,No,0,684,216,1368,TA,3600,158,7,6,684,1910,1993,114504
840,No,0,840,379,1605,TA,5790,0,6,3,840,1915,1950,107400
2020,No,1436,570,900,2020,Ex,12220,54,5,10,2006,2009,2009,402861
625,No,0,625,528,1250,Gd,4251,54,5,7,625,2006,2007,164700
1624,No,1456,168,757,1624,Gd,12461,114,5,8,1624,1994,1995,262000
845,No,565,280,360,845,TA,7599,0,6,4,845,1982,2006,129500
1389,Av,1071,195,418,1389,TA,10010,38,5,5,1389,1974,1975,170000
968,No,0,968,480,968,TA,8520,0,6,5,968,1923,2006,100000
546,No,0,546,286,1092,TA,2001,0,5,4,546,1970,1970,75000
848,Av,685,163,420,848,Gd,4435,0,5,6,848,2003,2004,144000
1269,No,374,363,308,1269,TA,7931,0,6,5,1269,1960,1960,155000
1092,No,170,252,288,1092,TA,11616,20,5,5,1092,1962,1962,139000
1468,No,795,0,539,2263,Gd,16659,250,7,7,795,1977,1994,235000
952,No,228,724,283,952,TA,8475,0,7,4,952,1956,1956,135750
736,No,0,736,0,1452,TA,4456,0,5,4,736,1920,2008,113000
1039,Mn,841,198,504,1039,TA,11625,0,4,5,1039,1965,1965,131500
1204,No,866,338,412,1204,TA,4500,247,5,6,1204,1998,1998,162000
1117,Av,422,480,672,1117,TA,7819,0,5,6,1029,1976,1976,107000
2196,Mn,485,1496,701,2196,Gd,14684,70,7,7,2158,1990,1991,271900
985,Av,595,390,328,985,TA,8385,0,8,5,985,1977,1977,149900
1629,No,1124,1603,880,1629,Gd,10655,0,5,8,3206,2003,2004,284000
877,No,0,861,216,1477,TA,6292,50,7,7,861,1928,1950,145000
980,No,560,420,484,980,TA,7064,0,6,5,980,1977,1977,135000
1166,No,728,367,590,2295,Gd,13346,40,5,7,1095,1992,2000,268000
900,No,0,602,180,1502,Gd,10592,0,7,6,602,1923,1996,165000
1575,Av,0,697,432,2201,Gd,19690,236,7,6,697,1966,1966,274970
1050,No,789,245,836,2078,Ex,10800,102,5,8,1034,2007,2008,339750
800,No,0,264,0,800,Fa,6120,0,3,2,264,1936,1950,60000
1578,No,0,1573,840,1578,Ex,9262,36,5,8,1573,2008,2009,287090
1932,Av,1336,596,774,1932,Ex,12444,66,5,8,1932,2008,2008,394617
1507,No,666,409,404,1507,TA,7910,0,5,5,1075,1960,1960,127000
900,No,450,432,280,900,TA,9819,0,5,5,882,1967,1967,122000
1718,Gd,1172,528,786,1718,Ex,12456,48,5,10,1700,2006,2007,337500
1089,No,0,636,240,1750,Ex,9000,0,6,5,636,1880,1991,124000
1383,No,719,660,834,2398,Gd,11787,60,5,7,1379,1996,1997,315750
774,No,0,774,680,1968,Ex,12003,75,5,8,774,2009,2010,269500
1536,Av,810,726,532,1536,Gd,9135,74,5,7,1536,2002,2003,214000
864,No,203,661,200,864,TA,8212,0,3,3,864,1914,1950,58500
3228,No,1231,1969,546,3228,Gd,12692,75,5,8,3200,1992,1993,430000
1518,No,1351,83,670,2149,Gd,12822,43,5,7,1434,2003,2003,239686
1320,No,0,1240,864,2640,Gd,11700,0,7,7,1240,1880,2003,265979
1682,No,0,1304,530,1682,TA,10400,0,6,7,1304,1970,1970,174000
1038,Mn,0,1030,878,2098,Ex,10240,52,5,8,1030,2005,2005,275500
864,No,553,0,360,864,TA,8281,0,5,5,864,1965,1965,62383
1168,Av,562,29,530,1968,TA,11075,189,4,5,784,1969,1969,172000
1097,No,338,702,480,1097,TA,9672,0,5,6,1040,1984,1985,152000
684,Mn,0,684,528,1196,Gd,12354,46,8,6,684,1920,2000,110000
1252,No,57,554,451,1920,Gd,13650,0,5,5,1052,1958,1958,172500
1728,No,231,1497,576,1728,TA,13101,0,5,5,1728,1965,1965,142600
1128,No,804,324,577,2031,Gd,9473,211,5,8,1128,2002,2002,237000
1196,No,616,580,297,1196,TA,9000,44,5,6,1196,1956,1956,139000
803,Av,116,604,360,803,TA,5000,0,6,5,720,1941,1950,87000
780,No,493,0,462,1620,TA,10793,0,5,5,780,1969,1969,152000
2097,Mn,1721,356,1134,2097,Ex,20896,267,5,8,2077,2005,2006,423000
1869,No,0,1869,617,1869,Ex,7820,54,5,9,1869,2007,2007,318061
956,No,0,930,431,1886,Gd,11214,0,5,7,930,1998,1999,199900
480,Av,50,430,308,480,TA,9000,0,3,2,480,1949,1950,35311
1296,None,0,0,516,1296,TA,10791,0,5,4,0,1967,1967,90000
816,Mn,690,126,288,816,TA,8877,0,6,4,816,1938,1958,100000
1601,No,704,567,478,1601,TA,11880,0,5,7,1271,1978,1978,157000
962,No,0,936,451,1792,TA,10261,0,5,6,936,2000,2000,186500
1352,No,1012,326,796,2520,Gd,14541,55,7,8,1338,1993,1993,310000
1144,Av,748,102,796,1144,TA,8163,0,6,5,1144,1959,1959,143000
990,No,0,612,621,2601,TA,9842,0,6,5,612,1921,1998,189000
972,No,0,972,312,1577,Fa,6435,0,5,6,972,1939,1950,140200
970,No,630,340,624,970,TA,8480,24,6,5,970,1963,1963,132500
2036,Gd,1236,80,513,2036,TA,215245,0,5,7,2136,1965,1965,375000
1026,No,439,115,440,1026,Gd,7930,48,8,6,1026,1969,2005,156000
698,No,0,698,0,698,TA,9405,200,9,5,698,1947,2008,118000
1533,Gd,655,878,576,1533,Gd,70761,54,5,7,1533,1975,1975,280000
854,No,360,360,660,1382,TA,12358,0,6,5,720,1941,1950,128500
1391,Mn,16,1375,530,1391,Gd,4282,158,5,7,1391,2004,2004,196000
1078,Mn,49,0,240,1078,Gd,9717,0,6,5,1078,1950,1996,142125
1296,No,1005,262,471,1296,Gd,6853,25,5,8,1267,2001,2002,220000
1442,No,608,834,301,1442,TA,9750,0,6,6,1442,1958,1958,157900
1024,Av,0,940,0,1964,TA,8525,192,6,5,940,1911,1950,130000
1502,No,0,1502,644,1502,Gd,9541,114,5,7,1502,2009,2009,233170
1392,No,1040,352,458,1392,TA,11900,0,5,6,1392,1957,1957,166000
1768,No,0,1768,0,1768,TA,10778,0,5,4,1768,1968,1968,136500
1582,Av,812,812,390,1582,TA,36500,198,5,5,1624,1964,1964,190000
958,Mn,498,460,301,958,TA,12772,0,8,6,958,1960,1998,151500
894,Av,777,117,600,894,TA,7200,0,5,5,894,1972,1972,123000
1224,No,883,341,402,1224,TA,4500,304,5,6,1224,1999,1999,165000
1742,Av,1280,402,846,2332,Ex,12474,134,5,10,1682,2007,2008,426000
1269,No,24,1232,430,1269,Gd,3182,20,5,8,1256,2004,2005,192000
1776,Gd,80,1652,712,1776,Gd,15306,0,5,8,1732,2006,2007,283463
728,No,0,728,390,1456,Gd,8461,24,5,6,728,2005,2006,163990
1194,Mn,655,0,539,1194,TA,8910,0,6,6,655,1959,1959,159500
1008,No,643,365,240,1008,Gd,8923,18,7,5,1008,1953,2006,134500
1555,Av,16,1357,430,1555,Gd,3182,20,5,7,1373,2005,2006,192500
892,Mn,0,747,180,1784,TA,13132,40,5,5,747,1914,1950,138887
1108,No,0,637,280,1108,Gd,7449,0,7,7,637,1930,1950,139400
754,No,0,384,400,1394,Gd,9735,0,5,5,384,2006,2007,167500
980,No,394,586,496,1714,TA,10421,66,5,7,980,1988,1988,196500
882,None,0,0,294,882,TA,8339,0,7,5,0,1959,1959,106500
1306,No,0,728,0,1306,Fa,5350,0,2,3,728,1940,1966,76500
626,No,0,626,288,1217,TA,10762,28,6,6,626,1980,1980,120000
990,No,495,495,299,990,TA,8775,64,5,5,990,1994,1994,126000
1132,Av,0,1117,691,2452,Gd,13418,32,5,8,1117,2004,2005,309000
848,Av,685,163,420,848,Gd,4435,0,5,6,848,2003,2003,140000
697,No,551,121,300,1369,TA,6629,0,6,6,672,1925,1950,103600
1218,No,27,1191,676,1218,Gd,7862,102,5,6,1218,2009,2009,208300
1423,No,0,588,672,2555,TA,11526,0,7,6,588,1922,1994,191000
1247,No,1039,208,550,1247,Gd,3316,84,5,8,1247,2005,2005,197000
1542,No,896,434,619,2872,TA,12227,282,7,6,1330,1977,1995,272000
1652,Gd,1480,120,482,1652,Gd,5587,53,5,8,1600,2008,2008,392500
1844,No,705,1139,546,1844,TA,11751,122,6,6,1844,1977,1977,190000
1113,Mn,341,772,689,1971,Gd,9675,48,5,7,1113,2005,2005,253000
1007,No,0,982,463,1800,TA,8123,63,5,6,982,2000,2000,179000
1062,No,750,300,574,1949,Gd,9938,90,5,7,1050,1993,1994,236000
630,Av,150,0,0,630,TA,1491,24,6,4,630,1972,1972,75500
1494,Mn,922,572,530,1494,Gd,12803,36,5,7,1494,2002,2002,221000
600,No,0,600,0,968,TA,5925,0,6,3,600,1910,1950,37900
1274,No,925,349,508,1274,Gd,8814,98,5,7,1274,2005,2007,203000
1520,Av,674,350,364,1520,TA,9600,0,6,6,1156,1955,1972,153000
1285,No,0,660,528,1285,TA,8197,0,5,6,660,1977,1977,143500
807,No,0,783,393,1509,Gd,7875,75,5,7,783,2003,2003,180000
1142,No,0,793,550,1935,TA,12384,113,7,7,793,1976,1976,197900
816,Av,816,0,0,816,TA,11841,32,5,6,816,1990,1990,118500
1200,No,833,343,555,1200,Gd,10083,41,5,7,1176,2003,2003,184900
997,No,0,941,548,1470,TA,8172,0,6,4,941,1954,1972,135000
1656,Gd,639,441,528,1656,TA,31770,62,5,6,1080,1960,1960,215000
792,No,0,768,240,792,Gd,9022,0,8,5,768,1924,2006,109500
1694,No,0,1694,818,1694,Gd,12030,228,5,8,1694,2007,2007,318000
1800,Gd,1274,526,765,1800,Gd,14331,78,5,8,1800,2002,2002,312500
1422,No,0,662,560,2337,TA,13600,57,5,5,662,1900,1950,90000
1168,Mn,196,844,315,1846,TA,10496,0,6,6,1040,1949,1950,143000
1026,Gd,505,0,576,1026,TA,10970,0,6,6,940,1978,1978,147000
904,No,0,876,408,904,TA,7162,0,7,5,876,1966,1966,109900
1126,No,936,190,484,1126,TA,17400,41,5,5,1126,1977,1977,160000
1136,Av,970,166,872,2468,Gd,12099,154,5,8,1136,2004,2004,354000
988,Gd,938,0,540,988,TA,21453,130,5,6,938,1969,1969,180000
1052,Av,1016,36,288,1052,TA,8400,0,5,5,1052,1968,1968,138500
572,No,0,572,0,1096,TA,9600,8,5,6,572,1924,1950,79000
1141,No,0,1141,484,1141,TA,13072,0,5,6,1141,2005,2005,142500
1012,No,247,485,484,1790,TA,10400,0,5,6,732,1972,1972,165150
1004,Mn,668,336,660,1852,Gd,9066,106,5,8,1004,1999,2000,230000
520,Av,490,30,0,754,TA,6780,0,8,6,520,1935,1982,84500
624,No,0,624,513,1344,TA,4571,0,5,5,624,1916,1950,98000
2207,Gd,912,1035,576,2207,TA,19900,0,5,7,1947,1970,1989,180000
1307,No,0,907,360,2358,TA,45600,40,8,6,907,1908,1997,240000
1175,No,575,487,831,2715,Gd,8963,204,9,8,1142,1976,1996,299800
1364,Av,659,705,484,1364,Gd,7052,36,5,7,1364,2005,2005,185850
1253,No,0,1237,402,1253,TA,7875,21,5,7,1237,1995,1996,176000
1328,No,569,678,528,1328,TA,9790,26,5,6,1328,1963,1963,143000
1422,No,0,978,286,1422,TA,12342,0,5,5,978,1960,1978,139900
1186,No,454,314,486,1986,TA,13600,42,6,7,768,1965,1990,205000
952,No,0,952,192,952,Fa,8854,98,6,6,952,1916,1950,121000
1660,Mn,1220,440,500,1660,Gd,10182,50,5,8,1660,2006,2006,290000
2234,No,1904,312,1166,2234,Ex,17423,60,5,9,2216,2008,2009,501837
790,Mn,384,384,160,790,TA,6292,141,5,6,768,1930,1950,91000
1340,Av,24,1316,396,1340,Gd,8899,30,5,7,1340,2007,2007,181134
1610,Mn,1200,410,480,1610,Gd,10603,68,7,6,1610,1977,2001,205000
1361,No,498,652,600,2620,TA,18890,24,5,5,1361,1977,1977,190000
1248,Av,16,1232,438,1248,Gd,3010,0,5,7,1248,2005,2006,167240
912,Mn,832,80,288,912,Gd,6768,0,8,6,912,1961,1996,142000
943,Gd,828,115,472,1638,TA,9042,38,5,6,943,1998,1998,192000
1622,Av,1159,90,1356,1622,TA,32463,0,4,4,1249,1961,1975,168000
1436,No,774,104,180,2320,Gd,7259,0,8,6,1028,1945,2002,259500
1144,No,572,572,456,1144,TA,7875,0,6,5,1144,1961,1961,139950
848,No,182,611,281,1520,TA,4500,0,5,5,793,1932,2000,159434
1516,No,196,975,472,1516,TA,10004,0,6,6,1516,1964,1964,167000
1498,Mn,0,1498,675,1498,Gd,8990,33,5,7,1498,2006,2006,204900
804,No,690,114,560,1961,Gd,12209,192,5,6,804,2001,2002,215000
728,No,0,728,440,1456,Gd,11103,0,5,7,728,2006,2006,155835
1207,Mn,0,1032,349,2403,TA,24090,0,7,7,1032,1940,1950,244400
1944,Gd,1274,622,708,1944,Ex,12378,175,5,9,1896,2003,2004,360000
1368,No,0,1368,474,1368,Gd,6955,35,5,7,1368,2005,2006,202500
882,No,633,240,588,1790,Gd,9179,88,5,7,873,1999,1999,193000
1476,Av,1330,122,858,2713,Ex,14948,66,5,9,1452,2008,2008,446261
720,No,0,720,312,1271,TA,21286,0,5,5,720,1948,1950,135000
1872,Av,929,916,604,1872,TA,10400,39,5,7,1845,1988,1988,241500
1190,Mn,828,180,577,2090,Gd,5062,0,5,7,1190,1984,1984,207500
882,Mn,706,88,546,1796,TA,9531,36,5,6,794,1998,1998,211000
1302,Av,0,1302,436,1302,Gd,8993,22,5,7,1302,2007,2007,176485
2524,No,1104,1420,542,2524,Gd,9600,120,5,8,2524,1981,1981,278000
840,No,315,420,338,1374,TA,5400,0,6,4,840,1920,1950,105000
764,No,567,197,474,1626,Gd,2268,27,5,7,764,2003,2004,173000
735,No,0,735,240,1034,TA,10134,39,6,5,735,1940,1950,109000
1518,Gd,1218,300,588,1518,Ex,12677,140,5,8,1518,2003,2004,274000
1226,No,224,816,240,1818,TA,7758,0,4,7,1040,1931,1950,169500
1661,No,0,1649,598,1661,Gd,12137,34,5,7,1649,1998,1998,224900
1096,Mn,297,0,432,1991,TA,11275,0,7,6,854,1932,1950,220000
832,No,624,26,324,1482,TA,9000,0,9,7,650,1920,1988,143000
1742,Gd,1148,594,564,1742,Gd,6563,28,5,8,1742,1985,1985,275000
686,No,0,686,280,1250,Fa,8248,0,7,5,686,1918,1950,116000
816,No,0,816,528,1176,TA,6240,0,6,6,816,1934,1950,114500
927,Mn,789,119,506,1915,Gd,10041,150,5,8,908,1992,1992,220000
1192,No,388,552,240,1595,TA,8400,0,5,6,940,1940,2000,140000
1661,Av,831,161,377,1661,Gd,9600,28,6,6,992,1955,1996,165500
832,No,544,288,552,1935,TA,8004,150,5,8,832,2009,2009,263435
1795,No,0,1777,534,1795,Gd,9742,159,5,8,1777,2002,2002,230000
847,No,0,847,434,1928,Gd,8200,48,5,7,847,2003,2004,219500
1159,No,673,378,336,1159,TA,11553,0,5,5,1051,1968,1968,158000
855,No,311,544,440,1456,TA,2280,0,5,6,855,1978,1978,146000
1137,No,341,457,431,1954,Gd,15660,119,9,7,798,1939,2006,311500
2028,Gd,1460,408,880,2028,Gd,11443,66,5,8,1868,2005,2006,369900
2898,Av,1165,0,665,2898,Gd,15498,72,6,8,1565,1976,1976,287000
814,No,533,281,663,1674,Gd,7500,96,5,7,814,2000,2000,216000
974,Mn,212,762,0,974,TA,10712,28,5,5,974,1991,1992,93500
1091,Mn,932,133,586,1989,Gd,11367,60,5,8,1065,2002,2002,255000
1080,No,50,499,678,2097,Gd,11228,187,5,7,1080,1993,1993,228000
1442,No,0,1424,500,1442,TA,11851,34,5,7,1424,1990,1990,180500
1130,No,821,299,720,1130,TA,10800,0,6,5,1120,1920,1950,120000
